-150,-35,-410
-151,-35,-409
-150,-36,-411
-151,-35,-408
-151,-35,-410
-151,-35,-410
-151,-36,-409
-150,-35,-408
-150,-35,-408
-151,-36,-410
-150,-35,-410
-150,-36,-410
-150,-35,-408
-150,-36,-410
-150,-36,-409
-151,-35,-409
-150,-34,-408
-151,-36,-410
-151,-35,-409
-151,-34,-409
-150,-34,-410
-149,-35,-409
-151,-34,-411
-151,-35,-410
-151,-35,-410
-150,-36,-409
-150,-35,-410
-151,-35,-408
-150,-34,-410
-150,-35,-409
-151,-35,-409
-150,-35,-409
-150,-36,-410
-151,-35,-407
-151,-35,-411
-150,-35,-407
-152,-36,-409
-150,-35,-407
-151,-35,-409
-151,-35,-409
-150,-35,-409
-150,-35,-409
-150,-35,-409
-151,-35,-409
-151,-35,-409
-150,-36,-409
-151,-35,-408
-149,-34,-409
-151,-35,-408
-149,-34,-408
-150,-35,-408
-151,-35,-410
-151,-35,-409
-151,-35,-409
-151,-35,-407
-151,-35,-409
-151,-36,-408
-151,-36,-409
-151,-34,-408
-151,-35,-409
-151,-36,-409
-151,-34,-409
-150,-34,-409
-151,-34,-408
-151,-35,-410
-150,-35,-409
-150,-34,-410
-151,-35,-409
-151,-35,-410
-151,-35,-408
-149,-34,-409
-149,-35,-409
-151,-34,-409
-150,-35,-408
-151,-35,-410
-150,-35,-409
-150,-35,-410
-151,-35,-408
-150,-35,-409
-150,-34,-408
-151,-35,-409
-151,-34,-408
-151,-35,-410
-150,-35,-409
-151,-36,-408
-151,-35,-409
-150,-35,-409
-151,-36,-409
-151,-35,-409
-150,-35,-411
-151,-35,-408
-151,-34,-410
-150,-34,-409
-151,-35,-411
-151,-34,-410
-150,-34,-410
-151,-35,-409
-151,-35,-410
-150,-34,-410
-151,-35,-409
-150,-34,-410
-151,-36,-409
-150,-36,-409
-150,-35,-408
-150,-35,-409
-151,-35,-409
-150,-35,-410
-151,-35,-408
-150,-34,-409
-151,-34,-408
-151,-35,-410
-150,-34,-408
-151,-35,-410
-150,-35,-408
-151,-35,-411
-150,-35,-409
-151,-35,-410
-150,-34,-409
-150,-35,-410
-150,-34,-409
-150,-35,-410
-150,-35,-410
-151,-35,-410
-149,-35,-410
-151,-34,-410
-150,-34,-409
-151,-34,-409
-151,-34,-411
-151,-35,-409
-150,-34,-410
-150,-34,-409
-150,-35,-410
-151,-35,-408
-150,-35,-409
-151,-35,-409
-152,-35,-410
-150,-35,-408
-150,-34,-410
-150,-35,-408
-151,-36,-409
-149,-35,-408
-150,-36,-410
-151,-35,-409
-151,-35,-409
-149,-35,-409
-149,-35,-409
-151,-35,-409
-150,-35,-409
-150,-34,-409
-149,-35,-408
-151,-35,-410
-151,-35,-409
-151,-34,-409
-150,-35,-408
-151,-34,-410
-150,-35,-409
-150,-35,-410
-151,-35,-408
-151,-35,-410
-151,-35,-409
-150,-35,-410
-151,-34,-408
-151,-36,-410
-150,-35,-409
-150,-35,-410
-151,-35,-409
-151,-35,-411
-150,-35,-408
-151,-35,-410
-151,-35,-408
-151,-36,-410
-150,-34,-409
-150,-36,-409
-151,-35,-409
-151,-36,-409
-150,-35,-410
-151,-36,-409
-150,-35,-410
-151,-35,-409
-150,-36,-411
-150,-35,-410
-151,-35,-411
-151,-36,-409
-150,-35,-410
-152,-35,-408
-152,-35,-410
-151,-35,-408
-150,-36,-410
-151,-34,-409
-151,-36,-410
-150,-35,-409
-151,-36,-411
-151,-35,-410
-151,-35,-410
-150,-35,-408
-150,-35,-410
-150,-35,-409
-151,-36,-410
-151,-35,-409
-151,-35,-409
-150,-35,-409
-151,-36,-410
-151,-35,-409
-151,-35,-410
-150,-36,-410
-151,-35,-410
-150,-36,-410
-151,-35,-409
-151,-35,-410
-150,-35,-409
-151,-36,-410
-151,-34,-409
-151,-36,-410
-151,-35,-409
-151,-35,-411
-151,-35,-408
-151,-35,-411
-152,-35,-409
-151,-36,-411
-152,-36,-409
-152,-36,-410
-151,-34,-408
-151,-34,-411
-151,-35,-408
-151,-36,-410
-151,-36,-409
-152,-35,-410
-151,-36,-410
-151,-35,-409
-151,-36,-409
-152,-35,-410
-150,-36,-409
-151,-35,-409
-150,-36,-410
-151,-34,-410
-150,-35,-409
-151,-35,-410
-150,-36,-409
-151,-36,-410
-150,-36,-410
-150,-36,-409
-151,-36,-410
-151,-35,-410
-150,-35,-409
-151,-35,-409
-150,-36,-409
-150,-35,-408
-150,-36,-408
-150,-35,-410
-149,-35,-411
-151,-36,-408
-151,-35,-410
-151,-35,-409
-151,-35,-411
-151,-35,-409
-149,-36,-410
-150,-34,-409
-151,-36,-411
-151,-35,-409
-150,-35,-410
-150,-36,-408
-150,-34,-409
-151,-35,-409
-150,-36,-408
-150,-36,-410
-151,-36,-410
-151,-35,-408
-150,-35,-409
-151,-36,-409
-151,-36,-409
-150,-35,-407
-150,-35,-409
-150,-35,-408
-150,-35,-411
-151,-35,-408
-151,-36,-410
-151,-35,-408
-151,-35,-410
-151,-36,-410
-151,-36,-410
-150,-35,-409
-150,-35,-410
-150,-35,-408
-151,-35,-410
-150,-35,-409
-150,-36,-409
-149,-35,-409
-151,-35,-409
-151,-35,-408
-150,-35,-410
-151,-35,-409
-152,-35,-410
-151,-36,-408
-151,-34,-409
-150,-35,-409
-150,-34,-410
-150,-34,-409
-150,-35,-409
-151,-35,-409
-150,-35,-409
-151,-34,-409
-151,-34,-409
-150,-35,-410
-151,-35,-410
-151,-36,-409
-151,-35,-409
-150,-35,-409
-150,-35,-410
-150,-35,-408
-152,-36,-409
-150,-35,-409
-152,-35,-410
-150,-35,-409
-151,-35,-408
-151,-34,-409
-151,-35,-409
-151,-37,-410
-151,-34,-409
-151,-35,-410
-150,-35,-409
-150,-34,-410
-151,-35,-408
-150,-35,-410
-152,-34,-409
-150,-35,-410
-151,-35,-408
-151,-35,-410
-151,-34,-409
-151,-35,-410
-151,-35,-409
-152,-34,-410
-150,-36,-410
-150,-35,-410
-151,-35,-409
-151,-36,-410
-151,-36,-409
-151,-36,-410
-150,-35,-410
-150,-36,-410
-151,-36,-410
-151,-36,-411
-150,-35,-409
-150,-36,-409
-150,-34,-409
-150,-35,-410
-150,-35,-409
-150,-34,-410
-150,-35,-409
-150,-35,-411
-151,-35,-409
-150,-36,-411
-151,-35,-408
-150,-35,-411
-150,-35,-408
-151,-35,-409
-151,-35,-407
-150,-35,-410
-151,-36,-408
-151,-36,-410
-151,-35,-408
-152,-35,-410
-150,-35,-409
-152,-34,-410
-151,-36,-408
-152,-36,-410
-151,-34,-409
-150,-34,-411
-151,-34,-409
-151,-35,-410
-152,-35,-408
-150,-35,-410
-151,-34,-408
-152,-35,-410
-150,-34,-407
-151,-34,-410
-150,-35,-408
-150,-34,-410
-151,-35,-409
-152,-34,-409
-151,-34,-408
-152,-35,-411
-150,-34,-409
-151,-36,-410
-151,-35,-408
-151,-36,-411
-151,-34,-408
-151,-35,-411
-150,-34,-408
-151,-34,-410
-152,-36,-409
-151,-35,-409
-151,-35,-409
-151,-36,-410
-151,-35,-409
-151,-35,-409
-151,-35,-408
-151,-36,-410
-150,-35,-410
-151,-35,-410
-151,-36,-409
-151,-35,-409
-150,-35,-409
-152,-36,-409
-151,-35,-408
-151,-34,-410
-151,-34,-409
-150,-36,-410
-151,-36,-410
-151,-35,-409
-151,-35,-410
-151,-36,-410
-151,-35,-409
-151,-35,-409
-150,-36,-410
-150,-35,-410
-150,-35,-410
-151,-37,-409
-151,-35,-409
-151,-35,-410
-150,-35,-410
-151,-36,-409
-150,-35,-410
-151,-35,-409
-151,-35,-409
-152,-35,-409
-151,-34,-410
-149,-35,-409
-151,-35,-408
-151,-37,-409
-152,-35,-410
-151,-36,-409
-150,-35,-410
-151,-35,-409
-151,-35,-410
-151,-35,-409
-150,-35,-410
-151,-36,-408
-151,-36,-411
-151,-35,-409
-151,-35,-410
-152,-35,-409
-150,-35,-411
-150,-35,-408
-150,-35,-411
-151,-36,-409
-150,-35,-410
-152,-35,-409
-150,-35,-411
-150,-36,-409
-151,-35,-412
-151,-36,-409
-150,-34,-412
-151,-36,-408
-151,-35,-410
-151,-35,-408
-151,-35,-411
-152,-35,-409
-150,-35,-411
-151,-35,-408
-152,-35,-411
-151,-34,-409
-150,-35,-411
-150,-34,-410
-150,-35,-410
-151,-34,-408
-151,-36,-410
-150,-35,-409
-151,-35,-410
-151,-36,-409
-151,-35,-411
-151,-35,-409
-151,-34,-410
-151,-35,-408
-152,-35,-410
-151,-35,-409
-151,-34,-410
-151,-37,-409
-151,-36,-410
-152,-35,-409
-151,-35,-410
-152,-35,-409
-151,-35,-410
-151,-36,-409
-151,-35,-409
-151,-36,-409
-151,-35,-410
-152,-35,-409
-151,-36,-409
-151,-35,-409
-151,-35,-409
-151,-35,-410
-152,-35,-410
-150,-35,-409
-150,-35,-410
-151,-36,-409
-151,-35,-409
-150,-36,-409
-151,-34,-408
-151,-36,-409
-150,-35,-409
-151,-35,-410
-152,-36,-409
-150,-35,-409
-151,-36,-409
-150,-35,-409
-150,-35,-409
-151,-34,-409
-151,-35,-409
-151,-35,-409
-151,-35,-409
-151,-35,-410
-151,-36,-409
-151,-34,-409
-151,-35,-409
-151,-35,-411
-150,-35,-409
-152,-36,-409
-151,-35,-409
-151,-35,-409
-150,-35,-410
-151,-36,-410
-152,-35,-409
-150,-35,-410
-150,-34,-409
-150,-35,-410
-151,-35,-409
-151,-35,-411
-151,-36,-409
-152,-36,-411
-152,-35,-409
-150,-35,-411
-151,-36,-410
-151,-34,-410
-150,-34,-409
-152,-35,-411
-151,-35,-409
-150,-35,-411
-151,-35,-410
-151,-35,-410
-151,-35,-409
-151,-35,-411
-151,-34,-410
-150,-36,-412
-151,-35,-409
-152,-35,-411
-151,-35,-409
-151,-35,-410
-150,-35,-410
-150,-35,-410
-150,-35,-409
-151,-35,-410
-150,-35,-410
-151,-35,-410
-151,-36,-409
-150,-35,-410
-151,-36,-408
-151,-35,-410
-151,-36,-409
-151,-35,-411
-151,-36,-409
-151,-36,-410
-150,-35,-409
-150,-35,-410
-151,-35,-409
-151,-36,-411
-151,-35,-409
-150,-35,-410
-151,-34,-408
-151,-35,-410
-151,-34,-408
-151,-35,-410
-150,-34,-409
-150,-36,-410
-151,-35,-409
-151,-35,-410
-151,-33,-410
-150,-34,-410
-150,-35,-409
-151,-35,-410
-151,-35,-410
-151,-35,-409
-150,-35,-410
-151,-35,-409
-151,-35,-409
-151,-35,-410
-150,-35,-410
-151,-36,-409
-151,-35,-409
-150,-34,-409
-151,-36,-411
-151,-35,-409
-151,-35,-411
-151,-35,-410
-150,-35,-409
-151,-35,-409
-151,-35,-411
-151,-36,-409
-151,-36,-410
-152,-35,-410
-152,-35,-411
-152,-35,-410
-150,-36,-410
-151,-35,-410
-150,-36,-411
-151,-36,-410
-151,-35,-411
-151,-35,-409
-152,-35,-410
-152,-35,-409
-151,-35,-410
-151,-34,-408
-150,-36,-410
-152,-34,-410
-151,-35,-410
-151,-36,-409
-151,-36,-410
-151,-35,-409
-151,-34,-410
-151,-36,-409
-152,-36,-411
-151,-36,-409
-150,-35,-410
-150,-35,-409
-150,-35,-411
-150,-36,-409
-151,-36,-410
-151,-35,-409
-150,-36,-411
-150,-36,-409
-151,-35,-411
-150,-36,-408
-150,-36,-409
-151,-34,-408
-151,-36,-410
-150,-35,-409
-150,-35,-409
-150,-36,-409
-150,-35,-410
-151,-35,-409
-150,-36,-410
-151,-35,-408
-151,-36,-410
-150,-35,-408
-151,-35,-410
-150,-36,-408
-151,-35,-411
-150,-36,-409
-150,-35,-411
-150,-36,-407
-150,-34,-410
-150,-35,-408
-151,-35,-410
-151,-34,-410
-151,-36,-410
-151,-35,-409
-151,-35,-408
-149,-36,-409
-151,-35,-409
-151,-34,-409
-151,-35,-409
-151,-36,-410
-151,-36,-411
-151,-36,-409
-152,-35,-410
-150,-35,-409
-151,-36,-410
-151,-35,-409
-151,-35,-410
-150,-35,-409
-151,-36,-409
-150,-34,-411
-151,-35,-410
-152,-36,-410
-151,-36,-409
-150,-35,-409
-151,-36,-410
-150,-35,-410
-152,-34,-408
-150,-35,-409
-151,-36,-409
-150,-35,-411
-151,-35,-408
-151,-35,-411
-151,-34,-410
-150,-36,-411
-150,-35,-410
-150,-36,-410
-151,-34,-409
-151,-35,-410
-152,-36,-410
-151,-35,-410
-151,-35,-409
-149,-36,-411
-151,-36,-409
-151,-35,-410
-151,-34,-409
-150,-35,-410
-150,-35,-409
-151,-35,-409
-151,-35,-409
-151,-35,-410
-151,-36,-409
-151,-35,-410
-151,-35,-409
-151,-36,-410
-150,-36,-409
-151,-35,-411
-151,-36,-409
-151,-35,-410
-152,-35,-410
-151,-36,-410
-150,-35,-409
-151,-36,-411
-152,-35,-409
-150,-37,-411
-150,-36,-409
-151,-36,-410
-151,-37,-409
-151,-35,-410
-151,-36,-409
-150,-35,-410
-150,-36,-409
-150,-36,-410
-150,-35,-409
-151,-35,-410
-151,-36,-409
-151,-36,-410
-151,-36,-409
-151,-35,-409
-150,-36,-409
-151,-35,-411
-150,-34,-410
-151,-36,-409
-151,-35,-409
-151,-35,-410
-150,-37,-410
-151,-36,-410
-150,-36,-410
-150,-36,-409
-151,-35,-410
-151,-35,-409
-150,-35,-410
-150,-36,-409
-151,-35,-409
-151,-36,-409
-150,-35,-409
-150,-36,-410
-150,-35,-410
